,price,fuel,gear,mileage,hp
56349,,Gasoline,Manual,,
56350,,Diesel,Automatic,,
56351,,Diesel,Manual,,
56352,,Gasoline,Automatic,,
56353,,Diesel,Automatic,,
56354,,Gasoline,Manual,,
56355,,Gasoline,Manual,,
56356,,Gasoline,Manual,,
56357,,Gasoline,Manual,,
56358,,Diesel,Automatic,,
56359,,Gasoline,Manual,,
56360,,Gasoline,Manual,,
56361,,Diesel,Manual,,
56362,,Gasoline,Manual,,
56363,,Gasoline,Manual,,
56364,,Diesel,Manual,,
56365,,Gasoline,Manual,,
56366,,Gasoline,Manual,,
56367,,Gasoline,Manual,,
56368,,Gasoline,Manual,,
56369,,Gasoline,Manual,,
56370,,Gasoline,Manual,,
56371,,Gasoline,Manual,,
56372,,Diesel,Manual,,
56373,,Diesel,Manual,,
56374,,Diesel,Automatic,,
56375,,Gasoline,Manual,,
56376,,Gasoline,Manual,,
56377,,Gasoline,Manual,,
56378,,Diesel,Manual,,
56379,,Gasoline,Manual,,
56380,,Diesel,Manual,,
56381,,Diesel,Automatic,,
56382,,Gasoline,Automatic,,
56383,,Gasoline,Manual,,
56384,,Diesel,Automatic,,
56385,,Gasoline,Automatic,,
56386,,Gasoline,Manual,,
56387,,Diesel,Manual,,
56388,,Gasoline,Manual,,
56389,,Gasoline,Manual,,
56390,,Diesel,Manual,,
56391,,Gasoline,Manual,,
56392,,Gasoline,Automatic,,
56393,,Diesel,Manual,,
56394,,Electric/Gasoline,Automatic,,
56395,,Electric/Gasoline,Automatic,,
56396,,Gasoline,Manual,,
56397,,Gasoline,Manual,,
56398,,Gasoline,Automatic,,
56399,,Diesel,Manual,,
56400,,Diesel,Manual,,
56401,,Diesel,Manual,,
56402,,Diesel,Manual,,
56403,,Gasoline,Manual,,
56404,,Diesel,Manual,,
56405,,Diesel,Automatic,,
56406,,Diesel,Manual,,
56407,,Gasoline,Automatic,,
56408,,Diesel,Manual,,
56409,,Gasoline,Manual,,
56410,,Electric/Gasoline,Automatic,,
56411,,Gasoline,Automatic,,
56412,,Diesel,Automatic,,
56413,,Diesel,Manual,,
56414,,Diesel,Manual,,
56415,,Gasoline,Manual,,
56416,,Gasoline,Manual,,
56417,,Gasoline,Manual,,
56418,,Diesel,Manual,,
56419,,Gasoline,Manual,,
56420,,Gasoline,Manual,,
56421,,Diesel,Manual,,
56422,,Gasoline,Manual,,
56423,,Gasoline,Manual,,
56424,,Gasoline,Manual,,
56425,,Gasoline,Manual,,
56426,,Diesel,Manual,,
56427,,Gasoline,Manual,,
56428,,Gasoline,Manual,,
56429,,Gasoline,Manual,,
56430,,Gasoline,Manual,,
56431,,Gasoline,Manual,,
56432,,Diesel,Manual,,
56433,,Diesel,Manual,,
56434,,Gasoline,Manual,,
56435,,Gasoline,Manual,,
56436,,Gasoline,Manual,,
56437,,Diesel,Manual,,
56438,,Gasoline,Manual,,
56439,,Gasoline,Automatic,,
56440,,Gasoline,Manual,,
56441,,Gasoline,Automatic,,
56442,,Gasoline,Manual,,
56443,,Gasoline,Manual,,
56444,,Gasoline,Manual,,
56445,,Gasoline,Manual,,
56446,,Gasoline,Manual,,
56447,,Gasoline,Manual,,
56448,,Gasoline,Automatic,,
56449,,Diesel,Automatic,,
56450,,Diesel,Manual,,
56451,,Electric/Gasoline,Automatic,,
56452,,Diesel,Manual,,
56453,,Diesel,Manual,,
56454,,Diesel,Automatic,,
56455,,Diesel,Manual,,
56456,,Gasoline,Automatic,,
56457,,Gasoline,Manual,,
56458,,Gasoline,Automatic,,
56459,,Diesel,Manual,,
56460,,Gasoline,Manual,,
56461,,Gasoline,Manual,,
56462,,Electric/Gasoline,Automatic,,
56463,,Electric/Gasoline,Automatic,,
56464,,Diesel,Manual,,
56465,,Diesel,Manual,,
56466,,Gasoline,Manual,,
56467,,Gasoline,Manual,,
56468,,Diesel,Manual,,
56469,,Diesel,Manual,,
56470,,Diesel,Manual,,
56471,,Gasoline,Manual,,
56472,,Diesel,Automatic,,
56473,,Diesel,Automatic,,
56474,,Gasoline,Manual,,
56475,,Diesel,Automatic,,
56476,,Gasoline,Automatic,,
56477,,Diesel,Automatic,,
56478,,Gasoline,Manual,,
56479,,Gasoline,Manual,,
56480,,Diesel,Manual,,
56481,,Gasoline,Manual,,
56482,,Gasoline,Automatic,,
56483,,Gasoline,Manual,,
56484,,Gasoline,Manual,,
56485,,Gasoline,Manual,,
56486,,Gasoline,Manual,,
56487,,Gasoline,Manual,,
56488,,Gasoline,Manual,,
56489,,Diesel,Manual,,
56490,,Diesel,Manual,,
56491,,Gasoline,Manual,,
56492,,Gasoline,Manual,,
56493,,Gasoline,Automatic,,
56494,,Gasoline,Manual,,
56495,,Gasoline,Manual,,
56496,,Gasoline,Manual,,
56497,,Gasoline,Manual,,
56498,,Gasoline,Manual,,
56499,,Gasoline,Manual,,
56500,,Gasoline,Manual,,
56501,,Diesel,Automatic,,
56502,,Gasoline,Automatic,,
56503,,Gasoline,Manual,,
56504,,Gasoline,Manual,,
56505,,Diesel,Automatic,,
56506,,Diesel,Automatic,,
56507,,Gasoline,Manual,,
56508,,Gasoline,Manual,,
56509,,Gasoline,Manual,,
56510,,Gasoline,Automatic,,
56511,,Gasoline,Manual,,
56512,,Gasoline,Automatic,,
56513,,Diesel,Manual,,
56514,,Gasoline,Manual,,
56515,,Diesel,Automatic,,
56516,,Diesel,Manual,,
56517,,Gasoline,Automatic,,
56518,,Gasoline,Manual,,
56519,,Gasoline,Automatic,,
56520,,Gasoline,Manual,,
56521,,Diesel,Manual,,
56522,,Diesel,Manual,,
56523,,Electric,Automatic,,
56524,,Diesel,Manual,,
56525,,Diesel,Automatic,,
56526,,Diesel,Manual,,
56527,,Gasoline,Manual,,
56528,,Gasoline,Automatic,,
56529,,Diesel,Manual,,
56530,,Diesel,Manual,,
56531,,Gasoline,Manual,,
56532,,Diesel,Manual,,
56533,,Gasoline,Manual,,
56534,,Gasoline,,,
56535,,Gasoline,Manual,,
56536,,Diesel,Manual,,
56537,,Diesel,Manual,,
56538,,Diesel,Manual,,
56539,,Gasoline,Manual,,
56540,,Diesel,Automatic,,
56541,,Gasoline,Manual,,
56542,,Diesel,Manual,,
56543,,Gasoline,Semi-automatic,,
56544,,Gasoline,Manual,,
56545,,Diesel,Manual,,
56546,,Diesel,Automatic,,
56547,,Gasoline,Automatic,,
56548,,Gasoline,Manual,,
56549,,Gasoline,Automatic,,
56550,,Diesel,Manual,,
56551,,Gasoline,Manual,,
56552,,Gasoline,Manual,,
56553,,Gasoline,Semi-automatic,,
56554,,Diesel,Manual,,
56555,,Gasoline,Manual,,
56556,,Diesel,Automatic,,
56557,,Gasoline,Manual,,
56558,,Diesel,Manual,,
56559,,Gasoline,Automatic,,
56560,,Diesel,Manual,,
56561,,Gasoline,Automatic,,
56562,,Gasoline,Manual,,
56563,,Gasoline,Manual,,
56564,,Diesel,Manual,,
56565,,Gasoline,Manual,,
56566,,Diesel,Manual,,
56567,,Diesel,Automatic,,
56568,,Gasoline,Manual,,
56569,,Gasoline,Manual,,
56570,,Gasoline,Automatic,,
56571,,Diesel,Automatic,,
56572,,Diesel,Automatic,,
56573,,Diesel,Automatic,,
56574,,Gasoline,Manual,,
56575,,Gasoline,Manual,,
56576,,Diesel,Automatic,,
56577,,Diesel,Manual,,
56578,,Diesel,Automatic,,
56579,,Diesel,Manual,,
56580,,Diesel,Manual,,
56581,,Diesel,Manual,,
56582,,Diesel,Manual,,
56583,,Diesel,Manual,,
56584,,Diesel,Manual,,
56585,,Diesel,Manual,,
56586,,Diesel,Manual,,
56587,,Diesel,Automatic,,
56588,,Gasoline,Manual,,
56589,,Gasoline,Automatic,,
56590,,Diesel,Automatic,,
56591,,Diesel,Automatic,,
56592,,Gasoline,Manual,,
56593,,Gasoline,Manual,,
56594,,Diesel,Manual,,
56595,,Gasoline,Manual,,
56596,,Gasoline,Manual,,
56597,,Diesel,Manual,,
56598,,Gasoline,Manual,,
56599,,Gasoline,Manual,,
56600,,Diesel,Manual,,
56601,,Gasoline,Manual,,
56602,,Gasoline,Manual,,
56603,,Gasoline,Manual,,
56604,,Gasoline,Manual,,
56605,,Gasoline,Manual,,
56606,,Gasoline,Manual,,
56607,,Gasoline,Manual,,
56608,,Gasoline,Manual,,
56609,,Gasoline,Manual,,
56610,,Gasoline,Manual,,
56611,,Gasoline,Manual,,
56612,,Gasoline,Manual,,
56613,,Gasoline,Manual,,
56614,,Electric,,,
56615,,Gasoline,Manual,,
56616,,Diesel,Automatic,,
56617,,Gasoline,Manual,,
56618,,Diesel,Manual,,
56619,,Diesel,Manual,,
56620,,Gasoline,Manual,,
56621,,Diesel,Automatic,,
56622,,Gasoline,Automatic,,
56623,,Gasoline,Automatic,,
56624,,Gasoline,Manual,,
56625,,Gasoline,Automatic,,
56626,,Gasoline,Automatic,,
56627,,Gasoline,Automatic,,
56628,,Diesel,Automatic,,
56629,,Diesel,Manual,,
56630,,Diesel,Manual,,
56631,,Diesel,Manual,,
56632,,Diesel,Automatic,,
56633,,Diesel,Manual,,
56634,,Diesel,Manual,,
56635,,Diesel,Manual,,
56636,,Gasoline,Manual,,
56637,,Diesel,Manual,,
56638,,Diesel,Manual,,
56639,,Diesel,Manual,,
56640,,Diesel,Manual,,
56641,,Diesel,Automatic,,
56642,,Gasoline,Manual,,
56643,,Electric,,,
56644,,Electric,,,
56645,,Diesel,Manual,,
56646,,Gasoline,Manual,,
56647,,Diesel,Manual,,
56648,,Gasoline,Manual,,
56649,,Diesel,Manual,,
56650,,Diesel,Manual,,
56651,,Gasoline,Manual,,
56652,,Gasoline,Automatic,,
56653,,Gasoline,Manual,,
56654,,Gasoline,Manual,,
56655,,Diesel,Manual,,
56656,,Gasoline,Manual,,
56657,,Diesel,Manual,,
56658,,Gasoline,Manual,,
56659,,Gasoline,Manual,,
56660,,Gasoline,Manual,,
56661,,Gasoline,Manual,,
56662,,Gasoline,Manual,,
56663,,Gasoline,Manual,,
56664,,Gasoline,Manual,,
56665,,Diesel,Automatic,,
56666,,Gasoline,Manual,,
56667,,Gasoline,Manual,,
56668,,Gasoline,Manual,,
56669,,Gasoline,Manual,,
56670,,Gasoline,Manual,,
56671,,Gasoline,Manual,,
56672,,Gasoline,Automatic,,
56673,,Diesel,Manual,,
56674,,Gasoline,Manual,,
56675,,Diesel,Manual,,
56676,,Diesel,Automatic,,
56677,,Gasoline,Manual,,
56678,,Gasoline,Automatic,,
56679,,Diesel,Automatic,,
56680,,Gasoline,Manual,,
56681,,Diesel,Automatic,,
56682,,Gasoline,Automatic,,
56683,,Gasoline,Automatic,,
56684,,Gasoline,Automatic,,
56685,,Diesel,Manual,,
56686,,Gasoline,Manual,,
56687,,Gasoline,Manual,,
56688,,Diesel,Manual,,
56689,,Diesel,Automatic,,
56690,,Diesel,Automatic,,
56691,,Diesel,Automatic,,
56692,,Gasoline,Automatic,,
56693,,Diesel,Automatic,,
56694,,Diesel,Manual,,
56695,,Diesel,Manual,,
56696,,Gasoline,Manual,,
56697,,Diesel,Automatic,,
56698,,Diesel,Manual,,
56699,,Diesel,Manual,,
56700,,Gasoline,Manual,,
56701,,Diesel,Manual,,
56702,,Electric/Gasoline,Automatic,,
56703,,Diesel,Manual,,
56704,,Diesel,Manual,,
56705,,Diesel,Manual,,
56706,,Diesel,Manual,,
56707,,Diesel,Manual,,
56708,,Diesel,Automatic,,
56709,,Gasoline,Manual,,
56710,,Diesel,Manual,,
56711,,Gasoline,Manual,,
56712,,Diesel,Manual,,
56713,,Gasoline,Automatic,,
56714,,Gasoline,Manual,,
56715,,Diesel,Manual,,
56716,,Gasoline,Manual,,
56717,,Gasoline,Manual,,
56718,,Gasoline,Manual,,
56719,,Gasoline,Manual,,
56720,,Gasoline,Automatic,,
56721,,Diesel,Manual,,
56722,,Gasoline,Manual,,
56723,,Gasoline,Manual,,
56724,,Gasoline,Manual,,
56725,,Diesel,Manual,,
56726,,Diesel,Manual,,
56727,,Gasoline,Manual,,
56728,,Gasoline,,,
56729,,Gasoline,Manual,,
56730,,Diesel,Manual,,
56731,,Diesel,Manual,,
56732,,Diesel,Manual,,
56733,,Gasoline,Manual,,
56734,,Gasoline,Manual,,
56735,,Diesel,Automatic,,
56736,,Diesel,Manual,,
56737,,Diesel,Automatic,,
56738,,Diesel,Manual,,
56739,,Gasoline,Manual,,
56740,,Diesel,Automatic,,
56741,,Diesel,Manual,,
56742,,Gasoline,Manual,,
56743,,Diesel,Automatic,,
56744,,Diesel,Manual,,
56745,,Diesel,Manual,,
56746,,Gasoline,Automatic,,
56747,,Diesel,Automatic,,
56748,,Gasoline,Automatic,,
56749,,Diesel,Automatic,,
56750,,Diesel,Automatic,,
56751,,Diesel,Automatic,,
56752,,Diesel,Manual,,
56753,,Diesel,Automatic,,
56754,,Gasoline,Manual,,
56755,,Gasoline,Manual,,
56756,,Gasoline,Manual,,
56757,,Gasoline,Automatic,,
56758,,Diesel,Manual,,
56759,,Diesel,Automatic,,
56760,,Diesel,Manual,,
56761,,Diesel,Automatic,,
56762,,Gasoline,Automatic,,
56763,,Gasoline,Manual,,
56764,,Gasoline,Manual,,
56765,,Diesel,Automatic,,
56766,,Diesel,Manual,,
56767,,Gasoline,Automatic,,
56768,,Gasoline,Automatic,,
56769,,Diesel,Manual,,
56770,,Gasoline,Manual,,
56771,,Gasoline,Manual,,
56772,,Gasoline,Manual,,
56773,,Gasoline,Manual,,
56774,,Gasoline,Automatic,,
56775,,Diesel,Manual,,
56776,,Gasoline,Automatic,,
56777,,Gasoline,Manual,,
56778,,Gasoline,Automatic,,
56779,,Gasoline,Manual,,
56780,,Gasoline,Manual,,
56781,,Gasoline,Manual,,
56782,,Gasoline,Automatic,,
56783,,Gasoline,Manual,,
56784,,Gasoline,Manual,,
56785,,Gasoline,Manual,,
56786,,Gasoline,Manual,,
56787,,Diesel,Automatic,,
56788,,Diesel,Manual,,
56789,,Gasoline,Automatic,,
56790,,Gasoline,Manual,,
56791,,Gasoline,Manual,,
56792,,Electric/Diesel,Automatic,,
56793,,Gasoline,Manual,,
56794,,Diesel,Automatic,,
56795,,Diesel,Automatic,,
56796,,Gasoline,Manual,,
56797,,Diesel,Manual,,
56798,,Gasoline,Automatic,,
56799,,Gasoline,Manual,,
56800,,Diesel,Automatic,,
56801,,Diesel,Automatic,,
56802,,Gasoline,Manual,,
56803,,Diesel,Automatic,,
56804,,Diesel,Manual,,
56805,,Diesel,Automatic,,
56806,,Diesel,Automatic,,
56807,,Gasoline,Automatic,,
56808,,Gasoline,Automatic,,
56809,,Gasoline,Manual,,
56810,,Diesel,Manual,,
56811,,Electric,Automatic,,
56812,,Electric,Automatic,,
56813,,Electric,Automatic,,
56814,,Diesel,Manual,,
56815,,Diesel,Manual,,
56816,,Gasoline,Manual,,
56817,,Diesel,Manual,,
56818,,Gasoline,Automatic,,
56819,,Gasoline,Automatic,,
56820,,Gasoline,Automatic,,
56821,,Gasoline,Manual,,
56822,,Gasoline,Manual,,
56823,,Gasoline,Manual,,
56824,,Diesel,Manual,,
56825,,Diesel,Automatic,,
56826,,Gasoline,Automatic,,
56827,,Gasoline,Automatic,,
56828,,Diesel,Manual,,
56829,,Gasoline,Manual,,
56830,,Diesel,Automatic,,
56831,,Gasoline,Manual,,
56832,,Gasoline,Manual,,
56833,,Gasoline,Manual,,
56834,,Gasoline,Manual,,
56835,,Gasoline,Automatic,,
56836,,Gasoline,Manual,,
56837,,Diesel,Manual,,
56838,,Gasoline,Manual,,
56839,,Gasoline,Automatic,,
56840,,Diesel,Manual,,
56841,,Gasoline,Manual,,
56842,,Gasoline,Manual,,
56843,,Gasoline,Manual,,
56844,,Gasoline,Manual,,
56845,,Diesel,Manual,,
56846,,Gasoline,Automatic,,
56847,,Diesel,Manual,,
56848,,Gasoline,Manual,,
56849,,Gasoline,Manual,,
56850,,Diesel,Manual,,
56851,,Diesel,Manual,,
56852,,Diesel,Manual,,
56853,,Gasoline,Manual,,
56854,,Gasoline,Automatic,,
56855,,Diesel,Automatic,,
56856,,Gasoline,Automatic,,
56857,,Gasoline,Manual,,
56858,,Diesel,Automatic,,
56859,,Gasoline,Manual,,
56860,,Gasoline,Automatic,,
56861,,Diesel,Automatic,,
56862,,Diesel,Automatic,,
56863,,Gasoline,Automatic,,
56864,,Diesel,Manual,,
56865,,Diesel,Manual,,
56866,,Diesel,Automatic,,
56867,,Diesel,Automatic,,
56868,,Gasoline,Manual,,
56869,,Diesel,Automatic,,
56870,,Diesel,Manual,,
56871,,Diesel,Manual,,
56872,,Gasoline,Manual,,
56873,,Diesel,Automatic,,
56874,,Gasoline,Manual,,
56875,,Diesel,Automatic,,
56876,,Gasoline,Manual,,
56877,,Diesel,Automatic,,
56878,,Diesel,Manual,,
56879,,Diesel,Manual,,
56880,,Diesel,Automatic,,
56881,,Gasoline,Manual,,
56882,,Gasoline,Manual,,
56883,,Gasoline,Manual,,
56884,,Gasoline,Manual,,
56885,,Gasoline,Automatic,,
56886,,Diesel,Manual,,
56887,,Gasoline,Manual,,
56888,,Gasoline,Manual,,
56889,,Gasoline,Manual,,
56890,,Gasoline,Manual,,
56891,,Gasoline,Manual,,
56892,,Diesel,Automatic,,
56893,,Gasoline,Manual,,
56894,,Diesel,Automatic,,
56895,,Gasoline,Manual,,
56896,,Gasoline,Manual,,
56897,,Diesel,Manual,,
56898,,Gasoline,Manual,,
56899,,Gasoline,Manual,,
56900,,Gasoline,Manual,,
56901,,Diesel,Manual,,
56902,,Gasoline,Manual,,
56903,,Gasoline,Manual,,
56904,,Gasoline,Manual,,
56905,,Gasoline,Manual,,
56906,,Gasoline,Manual,,
56907,,Gasoline,Manual,,
56908,,Gasoline,Automatic,,
56909,,Diesel,Automatic,,
56910,,Diesel,Automatic,,
56911,,Gasoline,Manual,,
56912,,Gasoline,Automatic,,
56913,,Diesel,Manual,,
56914,,Diesel,Automatic,,
56915,,Gasoline,Manual,,
56916,,Diesel,Automatic,,
56917,,Diesel,Automatic,,
56918,,Diesel,Automatic,,
56919,,Diesel,Automatic,,
56920,,Diesel,Automatic,,
56921,,Diesel,Manual,,
56922,,Gasoline,Manual,,
56923,,Diesel,Automatic,,
56924,,Gasoline,Automatic,,
56925,,Gasoline,Automatic,,
56926,,Gasoline,Automatic,,
56927,,Diesel,Automatic,,
56928,,Gasoline,Manual,,
56929,,Diesel,Manual,,
56930,,Diesel,Manual,,
56931,,Gasoline,Manual,,
56932,,Diesel,Manual,,
56933,,Gasoline,Automatic,,
56934,,Gasoline,Manual,,
56935,,Gasoline,Automatic,,
56936,,Diesel,Automatic,,
56937,,Gasoline,Automatic,,
56938,,Diesel,Automatic,,
56939,,Gasoline,Manual,,
56940,,Gasoline,Manual,,
56941,,Diesel,Manual,,
56942,,Gasoline,Manual,,
56943,,Gasoline,Manual,,
56944,,-/- (Fuel),Manual,,
56945,,Diesel,Manual,,
56946,,Gasoline,Manual,,
56947,,Diesel,Automatic,,
56948,,Gasoline,Manual,,
56949,,Gasoline,Automatic,,
56950,,Diesel,Manual,,
56951,,Gasoline,Automatic,,
56952,,Diesel,Automatic,,
56953,,Gasoline,Automatic,,
56954,,Gasoline,Automatic,,
56955,,Gasoline,Manual,,
56956,,Diesel,Manual,,
56957,,Gasoline,Manual,,
56958,,Gasoline,Manual,,
56959,,Gasoline,Automatic,,
56960,,Diesel,Manual,,
56961,,Gasoline,Manual,,
56962,,Gasoline,Automatic,,
56963,,Gasoline,Automatic,,
56964,,Diesel,Automatic,,
56965,,Gasoline,Manual,,
56966,,Diesel,Automatic,,
56967,,Gasoline,Manual,,
56968,,Gasoline,Manual,,
56969,,Gasoline,Manual,,
56970,,Gasoline,Manual,,
56971,,Gasoline,Manual,,
56972,,Gasoline,Manual,,
56973,,Gasoline,Semi-automatic,,
56974,,Diesel,Manual,,
56975,,Gasoline,Automatic,,
56976,,Gasoline,Manual,,
56977,,Gasoline,Manual,,
56978,,Gasoline,Manual,,
56979,,Gasoline,Manual,,
56980,,Gasoline,Manual,,
56981,,Gasoline,Manual,,
56982,,Gasoline,Manual,,
56983,,Gasoline,Automatic,,
56984,,Gasoline,Manual,,
56985,,Gasoline,Manual,,
56986,,Gasoline,Manual,,
56987,,Gasoline,Manual,,
56988,,Diesel,Manual,,
56989,,Gasoline,Manual,,
56990,,Gasoline,Manual,,
56991,,Gasoline,Manual,,
56992,,Gasoline,Manual,,
56993,,Gasoline,Manual,,
56994,,Diesel,Manual,,
56995,,Gasoline,Manual,,
56996,,Gasoline,Manual,,
56997,,Gasoline,,,
56998,,Gasoline,Automatic,,
56999,,Gasoline,Manual,,
57000,,Gasoline,Manual,,
57001,,Gasoline,Manual,,
57002,,Gasoline,Manual,,
57003,,Gasoline,Manual,,
57004,,Gasoline,Manual,,
57005,,Gasoline,Automatic,,
57006,,Diesel,Automatic,,
57007,,Gasoline,Automatic,,
57008,,Gasoline,Manual,,
57009,,Gasoline,Automatic,,
57010,,Gasoline,Manual,,
57011,,Gasoline,Automatic,,
57012,,Gasoline,Automatic,,
57013,,Diesel,Automatic,,
57014,,Diesel,Automatic,,
57015,,Diesel,Automatic,,
57016,,Gasoline,Automatic,,
57017,,Gasoline,Automatic,,
57018,,Electric/Gasoline,Automatic,,
57019,,Diesel,Automatic,,
57020,,Gasoline,Automatic,,
57021,,Diesel,Automatic,,
57022,,Diesel,Automatic,,
57023,,Diesel,Manual,,
57024,,Gasoline,Automatic,,
57025,,Gasoline,Manual,,
57026,,Gasoline,Manual,,
57027,,Gasoline,Automatic,,
57028,,Gasoline,Manual,,
57029,,Gasoline,Manual,,
57030,,Diesel,Manual,,
57031,,Gasoline,Manual,,
57032,,Gasoline,Manual,,
57033,,Diesel,Manual,,
57034,,Gasoline,Manual,,
57035,,Gasoline,Automatic,,
57036,,Gasoline,Manual,,
57037,,Diesel,Manual,,
57038,,Gasoline,Manual,,
57039,,Gasoline,Manual,,
57040,,Gasoline,Manual,,
57041,,Gasoline,Manual,,
57042,,Gasoline,Manual,,
57043,,Diesel,Manual,,
57044,,Gasoline,Manual,,
57045,,Gasoline,Manual,,
57046,,Diesel,Manual,,
57047,,Gasoline,Manual,,
57048,,Gasoline,Manual,,
57049,,Gasoline,Manual,,
57050,,Gasoline,Manual,,
57051,,Gasoline,Manual,,
57052,,Gasoline,Manual,,
57053,,Gasoline,Manual,,
57054,,Gasoline,Manual,,
57055,,Gasoline,Manual,,
57056,,Gasoline,Manual,,
57057,,Gasoline,Manual,,
57058,,Gasoline,Manual,,
57059,,Gasoline,Manual,,
57060,,Electric,Automatic,,
57061,,Gasoline,Manual,,
57062,,Diesel,Manual,,
57063,,Gasoline,Manual,,
57064,,Gasoline,Automatic,,
57065,,Diesel,Automatic,,
57066,,Diesel,Automatic,,
57067,,Gasoline,Automatic,,
57068,,Gasoline,Automatic,,
57069,,Diesel,Manual,,
57070,,Diesel,Manual,,
57071,,Gasoline,Manual,,
57072,,Gasoline,Manual,,
57073,,Gasoline,Manual,,
57074,,Diesel,Manual,,
57075,,Diesel,Automatic,,
57076,,Diesel,Automatic,,
57077,,Diesel,Manual,,
57078,,Diesel,Automatic,,
57079,,Diesel,Automatic,,
57080,,Diesel,Automatic,,
57081,,Gasoline,Manual,,
57082,,Diesel,Automatic,,
57083,,Diesel,Manual,,
57084,,Gasoline,Automatic,,
57085,,Gasoline,Manual,,
57086,,Gasoline,Manual,,
57087,,Gasoline,Automatic,,
57088,,Diesel,Manual,,
57089,,Gasoline,Manual,,
57090,,Diesel,Manual,,
57091,,Gasoline,Manual,,
57092,,Gasoline,Automatic,,
57093,,Gasoline,Manual,,
57094,,Gasoline,Manual,,
57095,,Diesel,Manual,,
57096,,Gasoline,Manual,,
57097,,Diesel,Manual,,
57098,,Gasoline,Manual,,
57099,,Gasoline,Automatic,,
57100,,Gasoline,Manual,,
57101,,Diesel,Manual,,
57102,,Gasoline,Manual,,
57103,,Gasoline,Manual,,
57104,,Gasoline,Manual,,
57105,,Gasoline,Manual,,
57106,,Gasoline,Manual,,
57107,,LPG,Manual,,
57108,,Gasoline,Manual,,
57109,,Gasoline,Manual,,
57110,,Diesel,Manual,,
57111,,Gasoline,Manual,,
57112,,Diesel,Manual,,
57113,,Gasoline,Manual,,
57114,,Diesel,Manual,,
57115,,Gasoline,Manual,,
57116,,Diesel,Manual,,
57117,,Diesel,Manual,,
57118,,Gasoline,Manual,,
57119,,Gasoline,Manual,,
57120,,Diesel,,,
57121,,Gasoline,Manual,,
57122,,Gasoline,Manual,,
57123,,Gasoline,Automatic,,
57124,,Diesel,Manual,,
57125,,Diesel,Automatic,,
57126,,Diesel,Automatic,,
57127,,Diesel,Automatic,,
57128,,Diesel,Automatic,,
57129,,Gasoline,Automatic,,
57130,,Gasoline,Automatic,,
57131,,Gasoline,Manual,,
57132,,Gasoline,Manual,,
57133,,Gasoline,Manual,,
57134,,Gasoline,Manual,,
57135,,Gasoline,Manual,,
57136,,Gasoline,Manual,,
57137,,Gasoline,Manual,,
57138,,Gasoline,Automatic,,
57139,,Gasoline,Automatic,,
57140,,Gasoline,Automatic,,
57141,,Diesel,Manual,,
57142,,Gasoline,Manual,,
57143,,Gasoline,Manual,,
57144,,Gasoline,Automatic,,
57145,,Gasoline,Manual,,
57146,,Gasoline,Manual,,
57147,,Diesel,Manual,,
57148,,Diesel,Automatic,,
57149,,Diesel,Automatic,,
57150,,Gasoline,Manual,,
57151,,Gasoline,Manual,,
57152,,Gasoline,Manual,,
57153,,Diesel,Manual,,
57154,,Gasoline,Automatic,,
57155,,Gasoline,Manual,,
57156,,Electric,Automatic,,
57157,,Diesel,Manual,,
57158,,Diesel,Manual,,
57159,,Gasoline,Manual,,
57160,,Gasoline,Automatic,,
57161,,Gasoline,Manual,,
57162,,Diesel,Manual,,
57163,,Diesel,Manual,,
57164,,Diesel,Manual,,
57165,,Gasoline,Manual,,
57166,,Gasoline,Automatic,,
57167,,Gasoline,Manual,,
57168,,Gasoline,Manual,,
57169,,Diesel,Manual,,
57170,,Gasoline,Manual,,
57171,,Diesel,Manual,,
57172,,Gasoline,Manual,,
57173,,Diesel,Manual,,
57174,,Gasoline,Manual,,
57175,,Gasoline,Manual,,
57176,,Gasoline,Manual,,
57177,,Gasoline,Manual,,
57178,,Electric,Automatic,,
57179,,Gasoline,Manual,,
57180,,Gasoline,Manual,,
57181,,Gasoline,Manual,,
57182,,Electric,Automatic,,
57183,,Gasoline,Automatic,,
57184,,Diesel,Manual,,
57185,,Gasoline,Manual,,
57186,,Gasoline,Manual,,
57187,,Gasoline,Manual,,
57188,,Diesel,Manual,,
57189,,Diesel,Manual,,
57190,,Gasoline,Manual,,
57191,,Gasoline,Manual,,
57192,,Electric,Automatic,,
57193,,Gasoline,Manual,,
57194,,Gasoline,Manual,,
57195,,Diesel,Manual,,
57196,,Gasoline,Manual,,
57197,,Diesel,Manual,,
57198,,Gasoline,Manual,,
57199,,Diesel,Automatic,,
57200,,Diesel,Automatic,,
57201,,Gasoline,Manual,,
57202,,Gasoline,Manual,,
57203,,Gasoline,Manual,,
57204,,Gasoline,Manual,,
57205,,Gasoline,Manual,,
57206,,Electric,,,
57207,,Gasoline,Manual,,
57208,,Gasoline,Manual,,
57209,,Gasoline,Manual,,
57210,,Gasoline,Manual,,
57211,,Gasoline,Manual,,
57212,,Gasoline,Manual,,
57213,,Gasoline,Manual,,
57214,,Gasoline,Manual,,
57215,,Gasoline,Manual,,
57216,,Gasoline,Manual,,
57217,,Gasoline,Manual,,
57218,,Gasoline,Manual,,
57219,,Diesel,Manual,,
57220,,Gasoline,Manual,,
57221,,Gasoline,Manual,,
57222,,Gasoline,Manual,,
57223,,Gasoline,Manual,,
57224,,Diesel,Manual,,
57225,,Gasoline,Manual,,
57226,,Gasoline,Manual,,
